DATAH	Record	Date	Time	MO	CHK	
DATA	0003534	2024-10-16	21:15:17	0.0000	 83
DATA	0003535	2024-10-16	21:20:17	9.5938	114
DATA	0003536	2024-10-16	21:25:17	0.0000	 86
DATA	0003537	2024-10-16	21:30:17	0.0000	 83
DATA	0003538	2024-10-16	21:35:17	7.8768	125
DATA	0003539	2024-10-16	21:40:16	12.300	 91
DATA	0003540	2024-10-16	21:45:16	0.0000	 82
DATA	0003541	2024-10-16	21:50:16	0.0000	 79
DATA	0003542	2024-10-16	21:55:16	0.12205	143
DATA	0003543	2024-10-16	22:00:16	15.056	 94
DATA	0003544	2024-10-16	22:05:16	0.0000	 83
DATA	0003545	2024-10-16	22:10:16	0.0000	 80
DATA	0003546	2024-10-16	22:15:16	2.2877	112
DATA	0003547	2024-10-16	22:20:16	0.0000	 83
DATA	0003548	2024-10-16	22:25:16	0.0000	 89
DATA	0003549	2024-10-16	22:30:16	0.0000	 86
DATA	0003550	2024-10-16	22:35:16	2.4953	106
DATA	0003551	2024-10-16	22:40:16	0.0000	 80
DATA	0003552	2024-10-16	22:45:16	1.8886	117
DATA	0003553	2024-10-16	22:50:16	4.3813	102
DATA	0003554	2024-10-16	22:55:16	0.0000	 89
DATA	0003555	2024-10-16	23:00:16	0.0000	 81
DATA	0003556	2024-10-16	23:05:16	3.8650	109
DATA	0003557	2024-10-16	23:10:16	0.0000	 84
DATA	0003558	2024-10-16	23:15:16	3.0534	105
DATA	0003559	2024-10-16	23:20:16	0.0000	 87
DATA	0003560	2024-10-16	23:25:16	0.0000	 84
DATA	0003561	2024-10-16	23:30:16	0.0000	 81
DATA	0003562	2024-10-16	23:35:15	0.0000	 86
DATA	0003563	2024-10-16	23:40:15	0.0000	 83
DATA	0003564	2024-10-16	23:45:15	0.0000	 89
DATA	0003565	2024-10-16	23:50:15	10.312	 93
DATA	0003566	2024-10-16	23:55:15	0.0000	 92
DATA	0003567	2024-10-17	00:00:15	6.5009	 99
DATA	0003568	2024-10-17	00:05:15	4.1322	 97
DATA	0003569	2024-10-17	00:10:15	0.0000	 82
DATA	0003570	2024-10-17	00:15:15	6.3488	108
DATA	0003571	2024-10-17	00:20:15	10.571	 90
DATA	0003572	2024-10-17	00:25:15	3.3151	 95
DATA	0003573	2024-10-17	00:30:15	0.0000	 79
DATA	0003574	2024-10-17	00:35:15	12.733	101
DATA	0003575	2024-10-17	00:40:15	0.0000	 82
DATA	0003576	2024-10-17	00:45:15	6.2263	107
DATA	0003577	2024-10-17	00:50:15	14.299	110
DATA	0003578	2024-10-17	00:55:15	4.0592	111
DATA	0003579	2024-10-17	01:00:15	0.0000	 83
DATA	0003580	2024-10-17	01:05:15	0.0000	 80
DATA	0003581	2024-10-17	01:10:15	0.0000	 77
DATA	0003582	2024-10-17	01:15:15	0.0000	 83
DATA	0003583	2024-10-17	01:20:15	0.0000	 80
DATA	0003584	2024-10-17	01:25:15	0.0000	 86
DATA	0003585	2024-10-17	01:30:14	10.693	101
DATA	0003586	2024-10-17	01:35:14	0.97681	167
DATA	0003587	2024-10-17	01:40:14	0.0000	 85
DATA	0003588	2024-10-17	01:45:14	9.6357	121
DATA	0003589	2024-10-17	01:50:14	3.3732	106
DATA	0003590	2024-10-17	01:55:14	0.0000	 85
DATA	0003591	2024-10-17	02:00:14	0.087816	203
DATA	0003592	2024-10-17	02:05:14	0.0000	 83
DATA	0003593	2024-10-17	02:10:14	4.9622	103
DATA	0003594	2024-10-17	02:15:14	0.0000	 86
DATA	0003595	2024-10-17	02:20:14	9.6213	104
DATA	0003596	2024-10-17	02:25:14	0.0000	 89
DATA	0003597	2024-10-17	02:30:14	2.0273	100
DATA	0003598	2024-10-17	02:35:14	1.8041	106
DATA	0003599	2024-10-17	02:40:14	0.0000	 89
DATA	0003600	2024-10-17	02:45:14	0.0000	 77
DATA	0003601	2024-10-17	02:50:14	0.0000	 74
DATA	0003602	2024-10-17	02:55:14	9.2276	106
DATA	0003603	2024-10-17	03:00:14	0.0000	 72
DATA	0003604	2024-10-17	03:05:14	0.0000	 78
DATA	0003605	2024-10-17	03:10:14	6.6196	103
DATA	0003606	2024-10-17	03:15:14	6.2527	103
DATA	0003607	2024-10-17	03:20:14	16.870	100
DATA	0003608	2024-10-17	03:25:13	0.0000	 83
DATA	0003609	2024-10-17	03:30:13	12.199	102
DATA	0003610	2024-10-17	03:35:13	2.6647	102
DATA	0003611	2024-10-17	03:40:13	12.028	 87
DATA	0003612	2024-10-17	03:45:13	0.0000	 80
DATA	0003613	2024-10-17	03:50:13	0.0000	 77
DATA	0003614	2024-10-17	03:55:13	6.7097	112
DATA	0003615	2024-10-17	04:00:13	0.0000	 75
DATA	0003616	2024-10-17	04:05:13	13.983	105
DATA	0003617	2024-10-17	04:10:13	0.0000	 78
DATA	0003618	2024-10-17	04:15:13	0.0000	 84
DATA	0003619	2024-10-17	04:20:13	2.1832	 97
DATA	0003620	2024-10-17	04:25:13	0.0000	 78
DATA	0003621	2024-10-17	04:30:13	4.3336	 94
DATA	0003622	2024-10-17	04:35:13	10.702	 91
DATA	0003623	2024-10-17	04:40:13	0.19980	153
DATA	0003624	2024-10-17	04:45:13	10.139	 98
DATA	0003625	2024-10-17	04:50:13	0.0000	 81
DATA	0003626	2024-10-17	04:55:13	0.0000	 87
DATA	0003627	2024-10-17	05:00:13	9.7553	108
DATA	0003628	2024-10-17	05:05:13	3.8377	113
DATA	0003629	2024-10-17	05:10:13	1.0362	 94
DATA	0003630	2024-10-17	05:15:12	0.0000	 78
DATA	0003631	2024-10-17	05:20:12	0.0000	 75
DATA	0003632	2024-10-17	05:25:12	4.4395	106
DATA	0003633	2024-10-17	05:30:12	7.2030	 90
DATA	0003634	2024-10-17	05:35:12	0.0000	 84
DATA	0003635	2024-10-17	05:40:12	0.0000	 81
DATA	0003636	2024-10-17	05:45:12	7.6801	109
DATA	0003637	2024-10-17	05:50:12	0.0000	 84
DATA	0003638	2024-10-17	05:55:12	0.0000	 90
DATA	0003639	2024-10-17	06:00:12	0.0000	 82
DATA	0003640	2024-10-17	06:05:12	10.152	 88
DATA	0003641	2024-10-17	06:10:12	0.0000	 76
DATA	0003642	2024-10-17	06:15:12	0.0000	 82
DATA	0003643	2024-10-17	06:20:12	6.9505	104
DATA	0003644	2024-10-17	06:25:12	20.504	 96
DATA	0003645	2024-10-17	06:30:12	0.0000	 82
DATA	0003646	2024-10-17	06:35:12	0.0000	 88
DATA	0003647	2024-10-17	06:40:12	0.0000	 85
DATA	0003648	2024-10-17	06:45:12	2.2790	111
DATA	0003649	2024-10-17	06:50:12	9.1023	103
DATA	0003650	2024-10-17	06:55:12	0.0000	 85
DATA	0003651	2024-10-17	07:00:12	0.0000	 77
DATA	0003652	2024-10-17	07:05:12	8.3107	102
DATA	0003653	2024-10-17	07:10:11	25.475	102
DATA	0003654	2024-10-17	07:15:11	0.0000	 85
DATA	0003655	2024-10-17	07:20:11	14.133	 94
DATA	0003656	2024-10-17	07:25:11	0.0000	 88
DATA	0003657	2024-10-17	07:30:11	9.8434	113
DATA	0003658	2024-10-17	07:35:11	0.0000	 91
DATA	0003659	2024-10-17	07:40:11	15.586	113
DATA	0003660	2024-10-17	07:45:11	4.0901	 99
DATA	0003661	2024-10-17	07:50:11	0.0000	 82
DATA	0003662	2024-10-17	07:55:11	8.6560	113
DATA	0003663	2024-10-17	08:00:11	0.0000	 80
DATA	0003664	2024-10-17	08:05:11	19.997	121
DATA	0003665	2024-10-17	08:10:11	11.567	103
DATA	0003666	2024-10-17	08:15:11	0.0000	 89
DATA	0003667	2024-10-17	08:20:11	3.6529	111
DATA	0003668	2024-10-17	08:25:11	0.0000	 92
DATA	0003669	2024-10-17	08:30:11	0.0000	 89
DATA	0003670	2024-10-17	08:35:11	15.096	107
DATA	0003671	2024-10-17	08:40:11	0.0000	 83
DATA	0003672	2024-10-17	08:45:11	8.5017	110
DATA	0003673	2024-10-17	08:50:11	0.0000	 86
DATA	0003674	2024-10-17	08:55:11	16.952	115
DATA	0003675	2024-10-17	09:00:11	19.005	 99
DATA	0003676	2024-10-17	09:05:10	0.0000	 89
DATA	0003677	2024-10-17	09:10:10	0.0000	 86
DATA	0003678	2024-10-17	09:15:10	72.091	111
DATA	0003679	2024-10-17	09:20:10	19.373	112
DATA	0003680	2024-10-17	09:25:10	50.936	109
DATA	0003681	2024-10-17	09:30:10	79.328	112
DATA	0003682	2024-10-17	09:35:10	83.412	107
DATA	0003683	2024-10-17	09:40:10	0.0000	 86
DATA	0003684	2024-10-17	09:45:10	33.839	118
DATA	0003685	2024-10-17	09:50:10	0.0000	 89
DATA	0003686	2024-10-17	09:55:10	4.2498	122
DATA	0003687	2024-10-17	10:00:10	93.187	106
DATA	0003688	2024-10-17	10:05:10	56.595	114
DATA	0003689	2024-10-17	10:10:10	31.431	 93
DATA	0003690	2024-10-17	10:15:10	35.488	106
DATA	0003691	2024-10-17	10:20:10	0.0000	 75
DATA	0003692	2024-10-17	10:25:10	41.393	101
DATA	0003693	2024-10-17	10:30:10	100.70	 86
DATA	0003694	2024-10-17	10:35:10	218.23	100
DATA	0003695	2024-10-17	10:40:10	24.814	100
DATA	0003696	2024-10-17	10:45:10	119.46	108
DATA	0003697	2024-10-17	10:50:10	24.335	101
DATA	0003698	2024-10-17	10:55:10	119.63	110
DATA	0003699	2024-10-17	11:00:09	66.609	117
DATA	0003700	2024-10-17	11:05:09	83.174	101
DATA	0003701	2024-10-17	11:10:09	4.8434	 98
DATA	0003702	2024-10-17	11:15:09	41.172	 96
DATA	0003703	2024-10-17	11:20:09	203.79	 99
DATA	0003704	2024-10-17	11:25:09	172.61	101
DATA	0003705	2024-10-17	11:30:09	444.84	105
DATA	0003706	2024-10-17	11:35:09	79.109	113
DATA	0003707	2024-10-17	11:40:09	93.717	111
DATA	0003708	2024-10-17	11:45:09	161.43	105
DATA	0003709	2024-10-17	11:50:09	158.24	107
DATA	0003710	2024-10-17	11:55:09	48.196	112
DATA	0003711	2024-10-17	12:00:09	27.237	 97
DATA	0003712	2024-10-17	12:05:09	32.547	103
DATA	0003713	2024-10-17	12:10:09	233.28	 97
DATA	0003714	2024-10-17	12:15:09	174.43	104
DATA	0003715	2024-10-17	12:20:09	222.97	104
DATA	0003716	2024-10-17	12:25:09	92.368	116
DATA	0003717	2024-10-17	12:30:09	202.86	103
DATA	0003718	2024-10-17	12:35:09	67.331	111
DATA	0003719	2024-10-17	12:40:09	101.51	 96
DATA	0003720	2024-10-17	12:45:09	96.576	118
DATA	0003721	2024-10-17	12:50:09	159.19	107
DATA	0003722	2024-10-17	12:55:08	240.74	104
DATA	0003723	2024-10-17	13:00:08	150.26	 93
DATA	0003724	2024-10-17	13:05:08	150.99	109
DATA	0003725	2024-10-17	13:10:08	22.955	105
DATA	0003726	2024-10-17	13:15:08	144.48	109
DATA	0003727	2024-10-17	13:20:08	29.055	106
DATA	0003728	2024-10-17	13:25:08	182.75	114
DATA	0003729	2024-10-17	13:30:08	98.951	120
DATA	0003730	2024-10-17	13:35:08	144.51	100
DATA	0003731	2024-10-17	13:40:08	18.901	101
DATA	0003732	2024-10-17	13:45:08	31.669	113
DATA	0003733	2024-10-17	13:50:08	103.98	106
DATA	0003734	2024-10-17	13:55:08	18.490	113
DATA	0003735	2024-10-17	14:00:08	176.20	 99
DATA	0003736	2024-10-17	14:05:08	32.112	 98
DATA	0003737	2024-10-17	14:10:08	95.788	123
DATA	0003738	2024-10-17	14:15:08	40.922	109
DATA	0003739	2024-10-17	14:20:08	18.309	110
DATA	0003740	2024-10-17	14:25:08	32.703	101
DATA	0003741	2024-10-17	14:30:08	0.0000	 83
DATA	0003742	2024-10-17	14:35:08	30.857	112
DATA	0003743	2024-10-17	14:40:08	0.0000	 86
DATA	0003744	2024-10-17	14:45:08	26.228	112
DATA	0003745	2024-10-17	14:50:07	2.9617	113
DATA	0003746	2024-10-17	14:55:07	33.268	116
DATA	0003747	2024-10-17	15:00:07	0.0000	 86
DATA	0003748	2024-10-17	15:05:07	17.664	116
DATA	0003749	2024-10-17	15:10:07	0.0000	 89
DATA	0003750	2024-10-17	15:15:07	15.801	101
DATA	0003751	2024-10-17	15:20:07	20.362	 96
DATA	0003752	2024-10-17	15:25:07	0.0000	 89
DATA	0003753	2024-10-17	15:30:07	22.487	109
DATA	0003754	2024-10-17	15:35:07	0.0000	 92
DATA	0003755	2024-10-17	15:40:07	0.0000	 89
DATA	0003756	2024-10-17	15:45:07	0.0000	 95
DATA	0003757	2024-10-17	15:50:07	23.580	110
DATA	0003758	2024-10-17	15:55:07	0.0000	 98
DATA	0003759	2024-10-17	16:00:07	21.563	107
DATA	0003760	2024-10-17	16:05:07	5.8517	113
DATA	0003761	2024-10-17	16:10:07	0.0000	 84
DATA	0003762	2024-10-17	16:15:07	0.0000	 90
DATA	0003763	2024-10-17	16:20:07	23.043	 99
DATA	0003764	2024-10-17	16:25:07	6.8942	122
DATA	0003765	2024-10-17	16:30:07	23.016	102
DATA	0003766	2024-10-17	16:35:07	17.076	117
DATA	0003767	2024-10-17	16:40:07	5.5196	119
DATA	0003768	2024-10-17	16:45:06	7.3984	129
DATA	0003769	2024-10-17	16:50:06	0.0000	 95
DATA	0003770	2024-10-17	16:55:06	9.4885	126
DATA	0003771	2024-10-17	17:00:06	13.315	 97
DATA	0003772	2024-10-17	17:05:06	6.9758	125
DATA	0003773	2024-10-17	17:10:06	5.6221	103
DATA	0003774	2024-10-17	17:15:06	15.469	118
DATA	0003775	2024-10-17	17:20:06	12.743	107
DATA	0003776	2024-10-17	17:25:06	7.8194	125
DATA	0003777	2024-10-17	17:30:06	0.0000	 93
DATA	0003778	2024-10-17	17:35:06	3.9872	128
DATA	0003779	2024-10-17	17:40:06	20.159	113
DATA	0003780	2024-10-17	17:45:06	15.792	117
DATA	0003781	2024-10-17	17:50:06	13.907	110
DATA	0003782	2024-10-17	17:55:06	11.238	111
DATA	0003783	2024-10-17	18:00:06	0.0000	 88
DATA	0003784	2024-10-17	18:05:06	0.0000	 94
DATA	0003785	2024-10-17	18:10:06	0.0000	 91
DATA	0003786	2024-10-17	18:15:06	0.0000	 97
DATA	0003787	2024-10-17	18:20:06	0.0000	 94
DATA	0003788	2024-10-17	18:25:06	1.8385	125
DATA	0003789	2024-10-17	18:30:06	5.4309	118
DATA	0003790	2024-10-17	18:35:06	0.0000	 94
DATA	0003791	2024-10-17	18:40:05	2.5765	115
DATA	0003792	2024-10-17	18:45:05	0.0000	 96
DATA	0003793	2024-10-17	18:50:05	6.0258	114
DATA	0003794	2024-10-17	18:55:05	5.4189	126
DATA	0003795	2024-10-17	19:00:05	0.0000	 91
DATA	0003796	2024-10-17	19:05:05	1.9190	117
DATA	0003797	2024-10-17	19:10:05	16.342	110
DATA	0003798	2024-10-17	19:15:05	0.0000	100
DATA	0003799	2024-10-17	19:20:05	6.4641	118
DATA	0003800	2024-10-17	19:25:05	5.0975	111
DATA	0003801	2024-10-17	19:30:05	0.0000	 82
DATA	0003802	2024-10-17	19:35:05	5.2921	107
DATA	0003803	2024-10-17	19:40:05	0.0000	 85
DATA	0003804	2024-10-17	19:45:05	0.0000	 91
DATA	0003805	2024-10-17	19:50:05	14.073	103
DATA	0003806	2024-10-17	19:55:05	8.1079	119
DATA	0003807	2024-10-17	20:00:05	1.9186	102
DATA	0003808	2024-10-17	20:05:05	0.0000	 83
DATA	0003809	2024-10-17	20:10:05	4.4769	110
DATA	0003810	2024-10-17	20:15:05	0.0000	 77
DATA	0003811	2024-10-17	20:20:05	9.0855	101
DATA	0003812	2024-10-17	20:25:05	0.0000	 80
DATA	0003813	2024-10-17	20:30:04	15.470	 93
DATA	0003814	2024-10-17	20:35:04	4.7147	105
DATA	0003815	2024-10-17	20:40:04	0.0000	 79
DATA	0003816	2024-10-17	20:45:04	0.0000	 85
DATA	0003817	2024-10-17	20:50:04	0.0000	 82
DATA	0003818	2024-10-17	20:55:04	0.0000	 88
DATA	0003819	2024-10-17	21:00:04	0.0000	 80
DATA	0003820	2024-10-17	21:05:04	3.9124	 96
DATA	0003821	2024-10-17	21:10:04	0.0000	 74
DATA	0003822	2024-10-17	21:15:04	0.0000	 80
DATA	0003823	2024-10-17	21:20:04	0.0000	 77
DATA	0003824	2024-10-17	21:25:04	0.0000	 83
DATA	0003825	2024-10-17	21:30:04	0.0000	 80
DATA	0003826	2024-10-17	21:35:04	0.0000	 86
DATA	0003827	2024-10-17	21:40:04	8.1374	106
DATA	0003828	2024-10-17	21:45:04	0.0000	 89
DATA	0003829	2024-10-17	21:50:04	0.0000	 86
DATA	0003830	2024-10-17	21:55:04	10.203	 89
DATA	0003831	2024-10-17	22:00:04	0.0000	 75
DATA	0003832	2024-10-17	22:05:04	2.4753	102
DATA	0003833	2024-10-17	22:10:04	0.0000	 78
DATA	0003834	2024-10-17	22:15:04	24.206	 98
DATA	0003835	2024-10-17	22:20:04	0.0000	 81
DATA	0003836	2024-10-17	22:25:03	0.0000	 86
DATA	0003837	2024-10-17	22:30:03	0.0000	 83
DATA	0003838	2024-10-17	22:35:03	1.7542	108
DATA	0003839	2024-10-17	22:40:03	2.3007	 98
DATA	0003840	2024-10-17	22:45:03	0.0000	 83
DATA	0003841	2024-10-17	22:50:03	0.0000	 80
DATA	0003842	2024-10-17	22:55:03	6.1828	111
DATA	0003843	2024-10-17	23:00:03	1.2470	 92
DATA	0003844	2024-10-17	23:05:03	0.0000	 84
DATA	0003845	2024-10-17	23:10:03	0.0000	 81
DATA	0003846	2024-10-17	23:15:03	0.0000	 87
DATA	0003847	2024-10-17	23:20:03	0.0000	 84
DATA	0003848	2024-10-17	23:25:03	8.1281	110
DATA	0003849	2024-10-17	23:30:03	0.0000	 87
DATA	0003850	2024-10-17	23:35:03	1.0873	103
DATA	0003851	2024-10-17	23:40:03	3.9601	100
DATA	0003852	2024-10-17	23:45:03	10.528	103
DATA	0003853	2024-10-17	23:50:03	10.909	103
DATA	0003854	2024-10-17	23:55:03	0.0000	 90
DATA	0003855	2024-10-18	00:00:03	0.0000	 77
DATA	0003856	2024-10-18	00:05:03	0.0000	 83
DATA	0003857	2024-10-18	00:10:03	0.0000	 80
DATA	0003858	2024-10-18	00:15:03	0.0000	 86
DATA	0003859	2024-10-18	00:20:02	9.9723	112
DATA	0003860	2024-10-18	00:25:02	0.0000	 79
DATA	0003861	2024-10-18	00:30:02	16.107	 91
DATA	0003862	2024-10-18	00:35:02	0.0000	 82
DATA	0003863	2024-10-18	00:40:02	0.0000	 79
DATA	0003864	2024-10-18	00:45:02	0.0000	 85
DATA	0003865	2024-10-18	00:50:02	0.0000	 82
DATA	0003866	2024-10-18	00:55:02	0.10257	151
DATA	0003867	2024-10-18	01:00:02	0.0000	 80
DATA	0003868	2024-10-18	01:05:02	0.0000	 86
DATA	0003869	2024-10-18	01:10:02	5.4926	109
DATA	0003870	2024-10-18	01:15:02	1.2902	 94
DATA	0003871	2024-10-18	01:20:02	12.706	 93
DATA	0003872	2024-10-18	01:25:02	0.0000	 83
DATA	0003873	2024-10-18	01:30:02	3.7276	105
DATA	0003874	2024-10-18	01:35:02	0.0000	 86
DATA	0003875	2024-10-18	01:40:02	0.0000	 83
DATA	0003876	2024-10-18	01:45:02	10.199	109
DATA	0003877	2024-10-18	01:50:02	0.0000	 86
DATA	0003878	2024-10-18	01:55:02	2.6251	108
DATA	0003879	2024-10-18	02:00:02	0.0000	 84
DATA	0003880	2024-10-18	02:05:02	16.688	110
DATA	0003881	2024-10-18	02:10:02	0.0000	 78
DATA	0003882	2024-10-18	02:15:01	1.0691	100
DATA	0003883	2024-10-18	02:20:01	0.0000	 80
DATA	0003884	2024-10-18	02:25:01	0.0000	 86
DATA	0003885	2024-10-18	02:30:01	0.0000	 83
DATA	0003886	2024-10-18	02:35:01	0.0000	 89
DATA	0003887	2024-10-18	02:40:01	0.0000	 86
DATA	0003888	2024-10-18	02:45:01	0.0000	 92
DATA	0003889	2024-10-18	02:50:01	0.0000	 89
DATA	0003890	2024-10-18	02:55:01	3.5746	111
DATA	0003891	2024-10-18	03:00:01	0.0000	 78
DATA	0003892	2024-10-18	03:05:01	0.0000	 84
DATA	0003893	2024-10-18	03:10:01	5.7883	112
DATA	0003894	2024-10-18	03:15:01	3.0441	 99
DATA	0003895	2024-10-18	03:20:01	2.4410	 95
DATA	0003896	2024-10-18	03:25:01	0.93930	162
DATA	0003897	2024-10-18	03:30:01	0.0000	 87
DATA	0003898	2024-10-18	03:35:01	0.0000	 93
DATA	0003899	2024-10-18	03:40:01	3.9747	120
DATA	0003900	2024-10-18	03:45:01	9.5411	 98
DATA	0003901	2024-10-18	03:50:01	20.063	 86
DATA	0003902	2024-10-18	03:55:01	0.0000	 81
DATA	0003903	2024-10-18	04:00:01	9.9339	106
DATA	0003904	2024-10-18	04:05:00	0.0000	 78
DATA	0003905	2024-10-18	04:10:00	6.4541	 95
DATA	0003906	2024-10-18	04:15:00	5.7785	113
DATA	0003907	2024-10-18	04:20:00	0.0000	 78
DATA	0003908	2024-10-18	04:25:00	0.0000	 84
DATA	0003909	2024-10-18	04:30:00	0.0000	 81
DATA	0003910	2024-10-18	04:35:00	0.0000	 78
DATA	0003911	2024-10-18	04:40:00	0.0000	 75
DATA	0003912	2024-10-18	04:45:00	21.341	 92
DATA	0003913	2024-10-18	04:50:00	0.0000	 78
DATA	0003914	2024-10-18	04:55:00	0.0000	 84
DATA	0003915	2024-10-18	05:00:00	0.0000	 76
DATA	0003916	2024-10-18	05:05:00	4.1156	 99
DATA	0003917	2024-10-18	05:10:00	15.162	 94
DATA	0003918	2024-10-18	05:15:00	8.0878	116
DATA	0003919	2024-10-18	05:20:00	0.0000	 82
DATA	0003920	2024-10-18	05:25:00	8.5913	105
DATA	0003921	2024-10-18	05:30:00	0.0000	 76
DATA	0003922	2024-10-18	05:35:00	16.193	102
DATA	0003923	2024-10-18	05:40:00	0.0000	 79
DATA	0003924	2024-10-18	05:45:00	0.0000	 85
DATA	0003925	2024-10-18	05:50:00	3.1215	 94
DATA	0003926	2024-10-18	05:55:00	0.0000	 88
DATA	0003927	2024-10-18	05:59:59	8.4506	130
DATA	0003928	2024-10-18	06:04:59	21.037	112
DATA	0003929	2024-10-18	06:09:59	0.0000	105
DATA	0003930	2024-10-18	06:14:59	11.436	108
DATA	0003931	2024-10-18	06:19:59	5.6053	118
DATA	0003932	2024-10-18	06:24:59	7.3798	130
DATA	0003933	2024-10-18	06:29:59	1.1578	124
DATA	0003934	2024-10-18	06:34:59	21.085	115
DATA	0003935	2024-10-18	06:39:59	5.3458	130
DATA	0003936	2024-10-18	06:44:59	14.984	128
DATA	0003937	2024-10-18	06:49:59	0.0000	108
DATA	0003938	2024-10-18	06:54:59	1.7877	135
DATA	0003939	2024-10-18	06:59:59	0.0000	111
DATA	0003940	2024-10-18	07:04:59	0.0000	 94
DATA	0003941	2024-10-18	07:09:59	9.7824	130
DATA	0003942	2024-10-18	07:14:59	19.024	113
DATA	0003943	2024-10-18	07:19:59	0.0000	103
DATA	0003944	2024-10-18	07:24:59	34.639	125
DATA	0003945	2024-10-18	07:29:59	0.0000	106
DATA	0003946	2024-10-18	07:34:59	0.0000	103
DATA	0003947	2024-10-18	07:39:59	18.380	129
DATA	0003948	2024-10-18	07:44:59	5.9861	135
DATA	0003949	2024-10-18	07:49:59	14.827	134
DATA	0003950	2024-10-18	07:54:58	7.9850	128
DATA	0003951	2024-10-18	07:59:58	0.0000	105
DATA	0003952	2024-10-18	08:04:58	0.0000	 97
DATA	0003953	2024-10-18	08:09:58	11.462	117
DATA	0003954	2024-10-18	08:14:58	8.9124	124
DATA	0003955	2024-10-18	08:19:58	11.012	111
DATA	0003956	2024-10-18	08:24:58	12.255	118
DATA	0003957	2024-10-18	08:29:58	13.769	135
DATA	0003958	2024-10-18	08:34:58	16.678	134
DATA	0003959	2024-10-18	08:39:58	0.0000	112
DATA	0003960	2024-10-18	08:44:58	43.665	124
DATA	0003961	2024-10-18	08:49:58	0.0000	106
DATA	0003962	2024-10-18	08:54:58	18.634	125
DATA	0003963	2024-10-18	08:59:58	37.077	133
DATA	0003964	2024-10-18	09:04:58	3.7860	125
DATA	0003965	2024-10-18	09:09:58	0.0000	107
DATA	0003966	2024-10-18	09:14:58	12.922	120
DATA	0003967	2024-10-18	09:19:58	20.272	123
DATA	0003968	2024-10-18	09:24:58	1.0846	126
DATA	0003969	2024-10-18	09:29:58	29.167	138
DATA	0003970	2024-10-18	09:34:58	7.8823	129
DATA	0003971	2024-10-18	09:39:58	19.676	136
DATA	0003972	2024-10-18	09:44:58	20.038	117
DATA	0003973	2024-10-18	09:49:57	11.615	123
DATA	0003974	2024-10-18	09:54:57	25.996	137
DATA	0003975	2024-10-18	09:59:57	0.0000	112
DATA	0003976	2024-10-18	10:04:57	30.532	108
DATA	0003977	2024-10-18	10:09:57	129.71	121
DATA	0003978	2024-10-18	10:14:57	10.355	112
DATA	0003979	2024-10-18	10:19:57	0.0000	104
DATA	0003980	2024-10-18	10:24:57	0.0000	 92
DATA	0003981	2024-10-18	10:29:57	3.9288	128
DATA	0003982	2024-10-18	10:34:57	17.476	120
DATA	0003983	2024-10-18	10:39:57	4.4009	118
DATA	0003984	2024-10-18	10:44:57	20.687	121
DATA	0003985	2024-10-18	10:49:57	24.875	130
DATA	0003986	2024-10-18	10:54:57	0.0000	101
DATA	0003987	2024-10-18	10:59:57	6.7057	132
DATA	0003988	2024-10-18	11:04:57	242.55	117
DATA	0003989	2024-10-18	11:09:57	133.48	124
DATA	0003990	2024-10-18	11:14:57	30.322	103
DATA	0003991	2024-10-18	11:19:57	0.0000	 99
DATA	0003992	2024-10-18	11:24:57	16.074	114
DATA	0003993	2024-10-18	11:29:57	21.501	111
DATA	0003994	2024-10-18	11:34:57	75.750	123
DATA	0003995	2024-10-18	11:39:57	0.0000	105
DATA	0003996	2024-10-18	11:44:56	7.6579	135
DATA	0003997	2024-10-18	11:49:56	27.628	132
DATA	0003998	2024-10-18	11:54:56	16.827	128
DATA	0003999	2024-10-18	11:59:56	0.0000	110
DATA	0004000	2024-10-18	12:04:56	23.345	 92
DATA	0004001	2024-10-18	12:09:56	170.37	 99
DATA	0004002	2024-10-18	12:14:56	0.065214	192
DATA	0004003	2024-10-18	12:19:56	238.83	108
DATA	0004004	2024-10-18	12:24:56	172.01	 92
DATA	0004005	2024-10-18	12:29:56	0.0000	 87
DATA	0004006	2024-10-18	12:34:56	14.924	104
DATA	0004007	2024-10-18	12:39:56	282.70	109
DATA	0004008	2024-10-18	12:44:56	103.50	 96
DATA	0004009	2024-10-18	12:49:56	20.645	110
DATA	0004010	2024-10-18	12:54:56	11.156	 95
DATA	0004011	2024-10-18	12:59:56	14.870	107
DATA	0004012	2024-10-18	13:04:56	15.475	101
DATA	0004013	2024-10-18	13:09:56	14.640	100
DATA	0004014	2024-10-18	13:14:56	9.4326	106
DATA	0004015	2024-10-18	13:19:56	20.705	102
DATA	0004016	2024-10-18	13:24:56	12.786	109
DATA	0004017	2024-10-18	13:29:56	0.0000	 91
DATA	0004018	2024-10-18	13:34:56	70.460	105
DATA	0004019	2024-10-18	13:39:55	0.0000	 93
DATA	0004020	2024-10-18	13:44:55	0.0000	 81
DATA	0004021	2024-10-18	13:49:55	28.537	112
DATA	0004022	2024-10-18	13:54:55	0.0000	 84
DATA	0004023	2024-10-18	13:59:55	23.605	106
DATA	0004024	2024-10-18	14:04:55	27.832	104
DATA	0004025	2024-10-18	14:09:55	18.385	113
DATA	0004026	2024-10-18	14:14:55	19.364	108
DATA	0004027	2024-10-18	14:19:55	17.113	104
DATA	0004028	2024-10-18	14:24:55	17.091	106
DATA	0004029	2024-10-18	14:29:55	13.459	116
