DATAH	Record	Date	Time	MO	CHK	
DATA	0000072	2024-09-30	22:29:33	0.0000	 85
DATA	0000073	2024-09-30	22:34:33	0.0000	 82
DATA	0000074	2024-09-30	22:39:33	1.1084	102
DATA	0000075	2024-09-30	22:44:33	0.0000	 85
DATA	0000076	2024-09-30	22:49:33	0.0000	 91
DATA	0000077	2024-09-30	22:54:33	0.0000	 88
DATA	0000078	2024-09-30	22:59:32	0.49767	174
DATA	0000079	2024-09-30	23:04:32	0.0000	 85
DATA	0000080	2024-09-30	23:09:32	0.0000	 82
DATA	0000081	2024-09-30	23:14:32	0.0000	 79
DATA	0000082	2024-09-30	23:19:32	2.5417	104
DATA	0000083	2024-09-30	23:24:32	0.0000	 82
DATA	0000084	2024-09-30	23:29:32	0.0000	 88
DATA	0000085	2024-09-30	23:34:32	0.0000	 85
DATA	0000086	2024-09-30	23:39:32	0.29189	168
DATA	0000087	2024-09-30	23:44:32	0.0000	 88
DATA	0000088	2024-09-30	23:49:32	0.0000	 94
DATA	0000089	2024-09-30	23:54:32	0.0000	 91
DATA	0000090	2024-09-30	23:59:32	0.0000	 88
DATA	0000091	2024-10-01	00:04:32	0.0000	 64
DATA	0000092	2024-10-01	00:09:32	0.0000	 70
DATA	0000093	2024-10-01	00:14:32	2.3778	 94
DATA	0000094	2024-10-01	00:19:32	0.0000	 73
DATA	0000095	2024-10-01	00:24:32	0.0000	 70
DATA	0000096	2024-10-01	00:29:32	0.0000	 76
DATA	0000097	2024-10-01	00:34:32	0.0000	 73
DATA	0000098	2024-10-01	00:39:32	0.0000	 79
DATA	0000099	2024-10-01	00:44:32	0.0000	 76
DATA	0000100	2024-10-01	00:49:32	0.0000	 64
DATA	0000101	2024-10-01	00:54:31	0.90847	136
DATA	0000102	2024-10-01	00:59:31	0.0000	 66
DATA	0000103	2024-10-01	01:04:31	0.0000	 58
DATA	0000104	2024-10-01	01:09:31	0.99133	137
DATA	0000105	2024-10-01	01:14:31	0.64680	133
DATA	0000106	2024-10-01	01:19:31	1.4267	 87
DATA	0000107	2024-10-01	01:24:31	0.0000	 64
DATA	0000108	2024-10-01	01:29:31	0.0000	 70
DATA	0000109	2024-10-01	01:34:31	0.0000	 67
DATA	0000110	2024-10-01	01:39:31	0.075379	191
DATA	0000111	2024-10-01	01:44:31	0.0000	 61
DATA	0000112	2024-10-01	01:49:31	0.0000	 67
DATA	0000113	2024-10-01	01:54:31	0.0000	 64
DATA	0000114	2024-10-01	01:59:31	0.32321	129
DATA	0000115	2024-10-01	02:04:31	0.0000	 62
DATA	0000116	2024-10-01	02:09:31	0.0000	 68
DATA	0000117	2024-10-01	02:14:31	3.8526	 89
DATA	0000118	2024-10-01	02:19:31	2.1227	 85
DATA	0000119	2024-10-01	02:24:31	3.0984	 92
DATA	0000120	2024-10-01	02:29:31	0.0000	 65
DATA	0000121	2024-10-01	02:34:31	0.0000	 62
DATA	0000122	2024-10-01	02:39:31	0.0000	 68
DATA	0000123	2024-10-01	02:44:31	0.0000	 65
DATA	0000124	2024-10-01	02:49:30	8.4618	 97
DATA	0000125	2024-10-01	02:54:30	2.8604	 87
DATA	0000126	2024-10-01	02:59:30	0.0000	 73
DATA	0000127	2024-10-01	03:04:30	3.2309	 82
DATA	0000128	2024-10-01	03:09:30	6.3726	 95
DATA	0000129	2024-10-01	03:14:30	0.0000	 68
DATA	0000130	2024-10-01	03:19:30	4.1971	 87
DATA	0000131	2024-10-01	03:24:30	0.0000	 62
DATA	0000132	2024-10-01	03:29:30	0.0000	 68
DATA	0000133	2024-10-01	03:34:30	3.8318	 88
DATA	0000134	2024-10-01	03:39:30	10.869	 95
DATA	0000135	2024-10-01	03:44:30	0.0000	 68
DATA	0000136	2024-10-01	03:49:30	0.0000	 74
DATA	0000137	2024-10-01	03:54:30	6.3464	 94
DATA	0000138	2024-10-01	03:59:30	1.7822	 97
DATA	0000139	2024-10-01	04:04:30	0.0000	 69
DATA	0000140	2024-10-01	04:09:30	0.0000	 66
DATA	0000141	2024-10-01	04:14:30	0.0000	 63
DATA	0000142	2024-10-01	04:19:30	0.0000	 69
DATA	0000143	2024-10-01	04:24:30	2.1434	 80
DATA	0000144	2024-10-01	04:29:30	0.79740	147
DATA	0000145	2024-10-01	04:34:30	6.2153	 86
DATA	0000146	2024-10-01	04:39:30	0.0000	 75
DATA	0000147	2024-10-01	04:44:29	3.7164	101
DATA	0000148	2024-10-01	04:49:29	0.0000	 86
DATA	0000149	2024-10-01	04:54:29	0.0000	 83
DATA	0000150	2024-10-01	04:59:29	5.1739	105
DATA	0000151	2024-10-01	05:04:29	12.516	 87
DATA	0000152	2024-10-01	05:09:29	9.1556	104
DATA	0000153	2024-10-01	05:14:29	4.3763	 98
DATA	0000154	2024-10-01	05:19:29	0.0000	 81
DATA	0000155	2024-10-01	05:24:29	0.0000	 78
DATA	0000156	2024-10-01	05:29:29	0.0000	 84
DATA	0000157	2024-10-01	05:34:29	6.2630	 98
DATA	0000158	2024-10-01	05:39:29	0.0000	 87
DATA	0000159	2024-10-01	05:44:29	0.0000	 84
DATA	0000160	2024-10-01	05:49:29	16.690	103
DATA	0000161	2024-10-01	05:54:29	0.0000	 78
DATA	0000162	2024-10-01	05:59:29	20.129	 98
DATA	0000163	2024-10-01	06:04:29	0.0000	 76
DATA	0000164	2024-10-01	06:09:29	0.0000	 82
DATA	0000165	2024-10-01	06:14:29	5.9327	105
DATA	0000166	2024-10-01	06:19:29	15.480	103
DATA	0000167	2024-10-01	06:24:29	2.7464	105
DATA	0000168	2024-10-01	06:29:29	0.72383	159
DATA	0000169	2024-10-01	06:34:29	4.1849	111
DATA	0000170	2024-10-01	06:39:28	1.1893	103
DATA	0000171	2024-10-01	06:44:28	8.0701	 94
DATA	0000172	2024-10-01	06:49:28	0.0000	 84
DATA	0000173	2024-10-01	06:54:28	13.557	102
DATA	0000174	2024-10-01	06:59:28	7.7992	121
DATA	0000175	2024-10-01	07:04:28	11.344	 92
DATA	0000176	2024-10-01	07:09:28	19.825	110
DATA	0000177	2024-10-01	07:14:28	16.352	 99
DATA	0000178	2024-10-01	07:19:28	19.247	111
DATA	0000179	2024-10-01	07:24:28	22.537	104
DATA	0000180	2024-10-01	07:29:28	17.474	105
DATA	0000181	2024-10-01	07:34:28	25.790	102
DATA	0000182	2024-10-01	07:39:28	25.050	 97
DATA	0000183	2024-10-01	07:44:28	25.537	104
DATA	0000184	2024-10-01	07:49:28	27.563	111
DATA	0000185	2024-10-01	07:54:28	28.994	117
DATA	0000186	2024-10-01	07:59:28	71.902	110
DATA	0000187	2024-10-01	08:04:28	75.650	106
DATA	0000188	2024-10-01	08:09:28	78.786	125
DATA	0000189	2024-10-01	08:14:28	75.759	119
DATA	0000190	2024-10-01	08:19:28	80.905	105
DATA	0000191	2024-10-01	08:24:28	78.157	108
DATA	0000192	2024-10-01	08:29:28	82.966	117
DATA	0000193	2024-10-01	08:34:27	208.36	101
DATA	0000194	2024-10-01	08:39:27	210.68	105
DATA	0000195	2024-10-01	08:44:27	212.92	101
DATA	0000196	2024-10-01	08:49:27	214.35	106
DATA	0000197	2024-10-01	08:54:27	219.98	117
DATA	0000198	2024-10-01	08:59:27	223.25	108
DATA	0000199	2024-10-01	09:04:27	224.65	105
DATA	0000200	2024-10-01	09:09:27	228.76	 99
DATA	0000201	2024-10-01	09:14:27	235.08	 89
DATA	0000202	2024-10-01	09:19:27	244.20	 89
DATA	0000203	2024-10-01	09:24:27	256.64	 97
DATA	0000204	2024-10-01	09:29:27	332.19	 98
DATA	0000205	2024-10-01	09:34:27	466.31	 97
DATA	0000206	2024-10-01	09:39:27	311.60	 94
DATA	0000207	2024-10-01	09:44:27	358.16	103
DATA	0000208	2024-10-01	09:49:27	490.91	109
DATA	0000209	2024-10-01	09:54:27	474.93	110
DATA	0000210	2024-10-01	09:59:27	429.52	102
DATA	0000211	2024-10-01	10:04:27	349.32	 84
DATA	0000212	2024-10-01	10:09:27	543.10	 82
DATA	0000213	2024-10-01	10:14:27	379.28	 95
DATA	0000214	2024-10-01	10:19:27	226.10	 83
DATA	0000215	2024-10-01	10:24:27	278.85	 99
DATA	0000216	2024-10-01	10:29:26	481.98	104
DATA	0000217	2024-10-01	10:34:26	873.91	 99
DATA	0000218	2024-10-01	10:39:26	433.95	101
DATA	0000219	2024-10-01	10:44:26	754.97	106
DATA	0000220	2024-10-01	10:49:26	867.30	 95
DATA	0000221	2024-10-01	10:54:26	833.27	 91
DATA	0000222	2024-10-01	10:59:26	818.70	 98
DATA	0000223	2024-10-01	11:04:26	381.88	 94
DATA	0000224	2024-10-01	11:09:26	595.90	100
DATA	0000225	2024-10-01	11:14:26	446.91	 93
DATA	0000226	2024-10-01	11:19:26	569.55	105
DATA	0000227	2024-10-01	11:24:26	338.20	 88
DATA	0000228	2024-10-01	11:29:26	346.97	107
DATA	0000229	2024-10-01	11:34:26	365.24	 95
DATA	0000230	2024-10-01	11:39:26	339.07	 94
DATA	0000231	2024-10-01	11:44:26	339.61	 91
DATA	0000232	2024-10-01	11:49:26	618.98	107
DATA	0000233	2024-10-01	11:54:26	371.72	 92
DATA	0000234	2024-10-01	11:59:26	770.59	106
DATA	0000235	2024-10-01	12:04:26	613.93	 92
DATA	0000236	2024-10-01	12:09:26	649.19	105
DATA	0000237	2024-10-01	12:14:26	693.91	101
DATA	0000238	2024-10-01	12:19:25	14.449	100
DATA	0000239	2024-10-01	12:24:25	488.36	104
DATA	0000240	2024-10-01	12:29:25	365.54	 95
DATA	0000241	2024-10-01	12:34:25	664.65	 96
DATA	0000242	2024-10-01	12:39:25	534.54	 96
DATA	0000243	2024-10-01	12:44:25	501.67	 91
DATA	0000244	2024-10-01	12:49:25	624.97	106
DATA	0000245	2024-10-01	12:54:25	17.413	 91
DATA	0000246	2024-10-01	12:59:25	0.0000	 81
DATA	0000247	2024-10-01	13:04:25	19.197	100
DATA	0000248	2024-10-01	13:09:25	451.12	 92
DATA	0000249	2024-10-01	13:14:25	473.97	106
DATA	0000250	2024-10-01	13:19:25	377.90	 99
DATA	0000251	2024-10-01	13:24:25	611.97	 94
DATA	0000252	2024-10-01	13:29:25	610.11	 85
DATA	0000253	2024-10-01	13:34:25	792.55	101
DATA	0000254	2024-10-01	13:39:25	481.98	109
DATA	0000255	2024-10-01	13:44:25	386.79	109
DATA	0000256	2024-10-01	13:49:25	428.07	103
DATA	0000257	2024-10-01	13:54:25	551.24	 96
DATA	0000258	2024-10-01	13:59:25	455.25	106
DATA	0000259	2024-10-01	14:04:25	481.98	107
DATA	0000260	2024-10-01	14:09:25	674.68	105
DATA	0000261	2024-10-01	14:14:24	357.65	 96
DATA	0000262	2024-10-01	14:19:24	295.81	101
DATA	0000263	2024-10-01	14:24:24	271.09	 92
DATA	0000264	2024-10-01	14:29:24	253.47	100
DATA	0000265	2024-10-01	14:34:24	244.43	 93
DATA	0000266	2024-10-01	14:39:24	232.32	 94
DATA	0000267	2024-10-01	14:44:24	230.30	 87
DATA	0000268	2024-10-01	14:49:24	225.05	 99
DATA	0000269	2024-10-01	14:54:24	220.19	 96
DATA	0000270	2024-10-01	14:59:24	210.83	 93
DATA	0000271	2024-10-01	15:04:24	206.00	 79
DATA	0000272	2024-10-01	15:09:24	202.25	 88
DATA	0000273	2024-10-01	15:14:24	201.08	 85
DATA	0000274	2024-10-01	15:19:24	192.16	 99
DATA	0000275	2024-10-01	15:24:24	195.15	 98
DATA	0000276	2024-10-01	15:29:24	185.05	102
DATA	0000277	2024-10-01	15:34:24	187.92	107
DATA	0000278	2024-10-01	15:39:24	185.37	110
DATA	0000279	2024-10-01	15:44:24	184.88	112
DATA	0000280	2024-10-01	15:49:24	186.03	 98
DATA	0000281	2024-10-01	15:54:24	180.73	 96
DATA	0000282	2024-10-01	15:59:24	180.98	109
DATA	0000283	2024-10-01	16:04:24	176.84	101
DATA	0000284	2024-10-01	16:09:23	162.23	 94
DATA	0000285	2024-10-01	16:14:23	156.95	103
DATA	0000286	2024-10-01	16:19:23	156.76	108
DATA	0000287	2024-10-01	16:24:23	156.73	102
DATA	0000288	2024-10-01	16:29:23	148.59	113
DATA	0000289	2024-10-01	16:34:23	155.02	 96
DATA	0000290	2024-10-01	16:39:23	155.52	 98
DATA	0000291	2024-10-01	16:44:23	153.09	 95
DATA	0000292	2024-10-01	16:49:23	151.22	 94
DATA	0000293	2024-10-01	16:54:23	152.98	105
DATA	0000294	2024-10-01	16:59:23	154.14	101
DATA	0000295	2024-10-01	17:04:23	150.81	 93
DATA	0000296	2024-10-01	17:09:23	150.27	 99
DATA	0000297	2024-10-01	17:14:23	143.92	100
DATA	0000298	2024-10-01	17:19:23	151.19	104
DATA	0000299	2024-10-01	17:24:23	151.20	 93
DATA	0000300	2024-10-01	17:29:23	150.30	 81
DATA	0000301	2024-10-01	17:34:23	147.39	 93
DATA	0000302	2024-10-01	17:39:23	148.63	 97
DATA	0000303	2024-10-01	17:44:23	148.48	 97
DATA	0000304	2024-10-01	17:49:23	141.62	 92
DATA	0000305	2024-10-01	17:54:23	145.99	103
DATA	0000306	2024-10-01	17:59:23	148.59	108
DATA	0000307	2024-10-01	18:04:22	145.33	 88
DATA	0000308	2024-10-01	18:09:22	137.89	106
DATA	0000309	2024-10-01	18:14:22	149.21	 92
DATA	0000310	2024-10-01	18:19:22	149.70	 93
DATA	0000311	2024-10-01	18:24:22	142.71	 84
DATA	0000312	2024-10-01	18:29:22	136.50	 90
DATA	0000313	2024-10-01	18:34:22	145.91	 92
DATA	0000314	2024-10-01	18:39:22	145.94	101
DATA	0000315	2024-10-01	18:44:22	149.92	100
DATA	0000316	2024-10-01	18:49:22	135.56	101
DATA	0000317	2024-10-01	18:54:22	135.63	 96
DATA	0000318	2024-10-01	18:59:22	139.42	103
DATA	0000319	2024-10-01	19:04:22	153.99	103
DATA	0000320	2024-10-01	19:09:22	148.45	 95
DATA	0000321	2024-10-01	19:14:22	153.75	 91
DATA	0000322	2024-10-01	19:19:22	142.11	 85
DATA	0000323	2024-10-01	19:24:22	137.47	 95
DATA	0000324	2024-10-01	19:29:22	152.58	100
DATA	0000325	2024-10-01	19:34:22	146.47	 98
DATA	0000326	2024-10-01	19:39:22	146.67	106
DATA	0000327	2024-10-01	19:44:22	149.06	 99
DATA	0000328	2024-10-01	19:49:22	134.11	 95
DATA	0000329	2024-10-01	19:54:22	153.53	 99
DATA	0000330	2024-10-01	19:59:21	0.090857	203
DATA	0000331	2024-10-01	20:04:21	0.091039	179
DATA	0000332	2024-10-01	20:09:21	0.092496	193
DATA	0000333	2024-10-01	20:14:21	0.092314	179
DATA	0000334	2024-10-01	20:19:21	0.091767	196
DATA	0000335	2024-10-01	20:24:21	0.089946	199
DATA	0000336	2024-10-01	20:29:21	0.089946	205
DATA	0000337	2024-10-01	20:34:21	0.092314	185
DATA	0000338	2024-10-01	20:39:21	0.091221	187
DATA	0000339	2024-10-01	20:44:21	0.090675	196
DATA	0000340	2024-10-01	20:49:21	0.090675	193
DATA	0000341	2024-10-01	20:54:21	0.092496	193
DATA	0000342	2024-10-01	20:59:21	0.091039	191
DATA	0000343	2024-10-01	21:04:21	0.091949	193
DATA	0000344	2024-10-01	21:09:21	0.092496	197
DATA	0000345	2024-10-01	21:14:21	0.093042	182
DATA	0000346	2024-10-01	21:19:21	0.093224	190
DATA	0000347	2024-10-01	21:24:21	0.092678	199
DATA	0000348	2024-10-01	21:29:21	0.094135	195
DATA	0000349	2024-10-01	21:34:21	0.092314	189
DATA	0000350	2024-10-01	21:39:21	0.093952	195
DATA	0000351	2024-10-01	21:44:21	0.092496	194
DATA	0000352	2024-10-01	21:49:21	0.092860	195
DATA	0000353	2024-10-01	21:54:20	0.093042	184
DATA	0000354	2024-10-01	21:59:20	0.094499	207
DATA	0000355	2024-10-01	22:04:20	0.095773	195
DATA	0000356	2024-10-01	22:09:20	0.093770	196
DATA	0000357	2024-10-01	22:14:20	0.095409	194
DATA	0000358	2024-10-01	22:19:20	0.094317	197
DATA	0000359	2024-10-01	22:24:20	0.096684	203
DATA	0000360	2024-10-01	22:29:20	0.097048	195
DATA	0000361	2024-10-01	22:34:20	0.095773	195
DATA	0000362	2024-10-01	22:39:20	0.098141	193
DATA	0000363	2024-10-01	22:44:20	0.096684	200
DATA	0000364	2024-10-01	22:49:20	0.096138	200
DATA	0000365	2024-10-01	22:54:20	0.096502	192
DATA	0000366	2024-10-01	22:59:20	0.098323	201
DATA	0000367	2024-10-01	23:04:20	0.095773	199
DATA	0000368	2024-10-01	23:09:20	0.096684	207
DATA	0000369	2024-10-01	23:14:20	0.096502	193
DATA	0000370	2024-10-01	23:19:20	0.095955	201
DATA	0000371	2024-10-01	23:24:20	0.096502	187
DATA	0000372	2024-10-01	23:29:20	0.095955	204
DATA	0000373	2024-10-01	23:34:20	0.097959	207
DATA	0000374	2024-10-01	23:39:20	0.096684	207
DATA	0000375	2024-10-01	23:44:20	0.097048	199
DATA	0000376	2024-10-01	23:49:19	0.096684	218
DATA	0000377	2024-10-01	23:54:19	0.095955	215
DATA	0000378	2024-10-01	23:59:19	0.095773	219
DATA	0000379	2024-10-02	00:04:19	0.096502	197
DATA	0000380	2024-10-02	00:09:19	0.096320	192
DATA	0000381	2024-10-02	00:14:19	0.098687	207
DATA	0000382	2024-10-02	00:19:19	0.094863	205
DATA	0000383	2024-10-02	00:24:19	0.097230	193
DATA	0000384	2024-10-02	00:29:19	0.097412	201
DATA	0000385	2024-10-02	00:34:19	0.097230	196
DATA	0000386	2024-10-02	00:39:19	0.096320	201
DATA	0000387	2024-10-02	00:44:19	0.094863	208
DATA	0000388	2024-10-02	00:49:19	0.095409	211
DATA	0000389	2024-10-02	00:54:19	0.095045	204
DATA	0000390	2024-10-02	00:59:19	0.096138	205
DATA	0000391	2024-10-02	01:04:19	0.096502	192
DATA	0000392	2024-10-02	01:09:19	0.095955	209
DATA	0000393	2024-10-02	01:14:19	0.096320	193
DATA	0000394	2024-10-02	01:19:19	0.096502	201
DATA	0000395	2024-10-02	01:24:19	0.098141	199
DATA	0000396	2024-10-02	01:29:19	0.095591	211
DATA	0000397	2024-10-02	01:34:19	0.097959	218
DATA	0000398	2024-10-02	01:39:19	0.099597	224
DATA	0000399	2024-10-02	01:44:18	0.098141	204
DATA	0000400	2024-10-02	01:49:18	0.098141	192
DATA	0000401	2024-10-02	01:54:18	0.098323	191
DATA	0000402	2024-10-02	01:59:18	0.098687	210
DATA	0000403	2024-10-02	02:04:18	0.099233	190
DATA	0000404	2024-10-02	02:09:18	0.099051	194
DATA	0000405	2024-10-02	02:14:18	0.097230	188
DATA	0000406	2024-10-02	02:19:18	0.098141	196
DATA	0000407	2024-10-02	02:24:18	0.097959	209
DATA	0000408	2024-10-02	02:29:18	0.096138	203
DATA	0000409	2024-10-02	02:34:18	0.098141	196
DATA	0000410	2024-10-02	02:39:18	0.099051	194
DATA	0000411	2024-10-02	02:44:18	0.095955	200
DATA	0000412	2024-10-02	02:49:18	0.098141	196
DATA	0000413	2024-10-02	02:54:18	0.097959	209
DATA	0000414	2024-10-02	02:59:18	0.098869	216
DATA	0000415	2024-10-02	03:04:18	0.099233	194
DATA	0000416	2024-10-02	03:09:18	0.10087	142
DATA	0000417	2024-10-02	03:14:18	0.098141	194
DATA	0000418	2024-10-02	03:19:18	0.10014	135
DATA	0000419	2024-10-02	03:24:18	0.097412	197
DATA	0000420	2024-10-02	03:29:18	0.10014	129
DATA	0000421	2024-10-02	03:34:18	0.098141	191
DATA	0000422	2024-10-02	03:39:17	0.099780	206
DATA	0000423	2024-10-02	03:44:17	0.096138	197
DATA	0000424	2024-10-02	03:49:17	0.099051	200
DATA	0000425	2024-10-02	03:54:17	0.097959	212
DATA	0000426	2024-10-02	03:59:17	0.097959	218
DATA	0000427	2024-10-02	04:04:17	0.098323	196
DATA	0000428	2024-10-02	04:09:17	0.096502	199
DATA	0000429	2024-10-02	04:14:17	0.095955	207
DATA	0000430	2024-10-02	04:19:17	0.097048	199
DATA	0000431	2024-10-02	04:24:17	0.098141	191
DATA	0000432	2024-10-02	04:29:17	0.094499	209
DATA	0000433	2024-10-02	04:34:17	0.096138	198
DATA	0000434	2024-10-02	04:39:17	0.095409	204
DATA	0000435	2024-10-02	04:44:17	0.095955	207
DATA	0000436	2024-10-02	04:49:17	0.092496	210
DATA	0000437	2024-10-02	04:54:17	0.093952	205
DATA	0000438	2024-10-02	04:59:17	0.094681	211
DATA	0000439	2024-10-02	05:04:17	0.095409	202
DATA	0000440	2024-10-02	05:09:17	0.095409	199
DATA	0000441	2024-10-02	05:14:17	0.096684	202
DATA	0000442	2024-10-02	05:19:17	0.096502	197
DATA	0000443	2024-10-02	05:24:17	0.097230	193
DATA	0000444	2024-10-02	05:29:17	0.094317	202
DATA	0000445	2024-10-02	05:34:16	0.095591	203
DATA	0000446	2024-10-02	05:39:16	0.094317	204
DATA	0000447	2024-10-02	05:44:16	0.095591	206
DATA	0000448	2024-10-02	05:49:16	0.10014	141
DATA	0000449	2024-10-02	05:54:16	0.11362	145
DATA	0000450	2024-10-02	05:59:16	0.16825	151
DATA	0000451	2024-10-02	06:04:16	0.30719	141
DATA	0000452	2024-10-02	06:09:16	0.58434	151
DATA	0000453	2024-10-02	06:14:16	1.0678	 98
DATA	0000454	2024-10-02	06:19:16	1.7558	108
DATA	0000455	2024-10-02	06:24:16	2.6040	 91
DATA	0000456	2024-10-02	06:29:16	3.5086	107
DATA	0000457	2024-10-02	06:34:16	7.1857	110
DATA	0000458	2024-10-02	06:39:16	10.046	 99
DATA	0000459	2024-10-02	06:44:16	12.070	 95
DATA	0000460	2024-10-02	06:49:16	14.835	103
DATA	0000461	2024-10-02	06:54:16	17.137	 98
DATA	0000462	2024-10-02	06:59:16	19.210	 98
DATA	0000463	2024-10-02	07:04:16	20.908	 96
DATA	0000464	2024-10-02	07:09:16	22.849	108
DATA	0000465	2024-10-02	07:14:16	23.927	103
DATA	0000466	2024-10-02	07:19:16	25.666	111
DATA	0000467	2024-10-02	07:24:16	27.175	105
DATA	0000468	2024-10-02	07:29:15	29.236	110
DATA	0000469	2024-10-02	07:34:15	30.730	 98
DATA	0000470	2024-10-02	07:39:15	32.743	101
DATA	0000471	2024-10-02	07:44:15	34.077	100
DATA	0000472	2024-10-02	07:49:15	36.305	102
DATA	0000473	2024-10-02	07:54:15	38.019	103
DATA	0000474	2024-10-02	07:59:15	187.82	114
DATA	0000475	2024-10-02	08:04:15	190.76	103
DATA	0000476	2024-10-02	08:09:15	195.82	111
DATA	0000477	2024-10-02	08:14:15	193.92	107
DATA	0000478	2024-10-02	08:19:15	196.47	116
DATA	0000479	2024-10-02	08:24:15	198.75	116
DATA	0000480	2024-10-02	08:29:15	199.38	113
DATA	0000481	2024-10-02	08:34:15	200.11	 84
DATA	0000482	2024-10-02	08:39:15	202.00	 90
DATA	0000483	2024-10-02	08:44:15	202.55	 97
DATA	0000484	2024-10-02	08:49:15	208.85	112
DATA	0000485	2024-10-02	08:54:15	202.77	104
DATA	0000486	2024-10-02	08:59:15	215.83	111
DATA	0000487	2024-10-02	09:04:15	220.33	 94
DATA	0000488	2024-10-02	09:09:15	213.02	 98
DATA	0000489	2024-10-02	09:14:15	226.18	106
DATA	0000490	2024-10-02	09:19:15	228.72	105
DATA	0000491	2024-10-02	09:24:14	246.17	100
DATA	0000492	2024-10-02	09:29:14	317.50	102
DATA	0000493	2024-10-02	09:34:14	728.67	113
DATA	0000494	2024-10-02	09:39:14	289.58	121
DATA	0000495	2024-10-02	09:44:14	401.13	 95
DATA	0000496	2024-10-02	09:49:14	606.14	109
DATA	0000497	2024-10-02	09:54:14	405.09	107
DATA	0000498	2024-10-02	09:59:14	481.98	125
DATA	0000499	2024-10-02	10:04:14	383.46	102
