DATAH	Record	Date	Time	MINIOCEA	CHK	
DATA	0000018	2024-06-18	14:20:02.014	287.20	 34
DATA	0000019	2024-06-18	14:20:17.014	283.60	 41
DATA	0000020	2024-06-18	14:20:32.015	284.85	 39
DATA	0000021	2024-06-18	14:20:47.016	275.53	 42
DATA	0000022	2024-06-18	14:21:02.017	282.81	 35
DATA	0000023	2024-06-18	14:21:17.017	283.95	 48
DATA	0000024	2024-06-18	14:21:32.018	278.20	 39
DATA	0000025	2024-06-18	14:21:47.019	282.44	 48
DATA	0000026	2024-06-18	14:22:02.019	281.70	 39
DATA	0000027	2024-06-18	14:22:17.020	285.90	 44
DATA	0000028	2024-06-18	14:22:32.021	286.26	 43
DATA	0000029	2024-06-18	14:22:47.022	293.13	 45
DATA	0000030	2024-06-18	14:23:02.022	302.88	 32
DATA	0000031	2024-06-18	14:23:17.023	311.93	 36
DATA	0000032	2024-06-18	14:23:32.024	336.54	 39
DATA	0000033	2024-06-18	14:23:47.024	356.57	 51
DATA	0000034	2024-06-18	14:24:02.025	385.33	 41
DATA	0000035	2024-06-18	14:24:17.026	410.84	 44
DATA	0000036	2024-06-18	14:24:32.027	416.34	 44
DATA	0000037	2024-06-18	14:24:47.027	448.75	 61
DATA	0000038	2024-06-18	14:25:02.028	430.16	 41
DATA	0000039	2024-06-18	14:25:17.029	429.10	 51
DATA	0000040	2024-06-18	14:25:32.029	386.25	 48
DATA	0000041	2024-06-18	14:25:47.030	386.34	 47
DATA	0000042	2024-06-18	14:26:02.031	372.51	 35
DATA	0000043	2024-06-18	14:26:17.032	361.31	 39
DATA	0000044	2024-06-18	14:26:32.032	343.93	 45
DATA	0000045	2024-06-18	14:26:47.033	344.01	 43
DATA	0000046	2024-06-18	14:27:02.034	340.94	 45
DATA	0000047	2024-06-18	14:27:17.035	371.03	 47
DATA	0000048	2024-06-18	14:27:32.035	409.53	 52
DATA	0000049	2024-06-18	14:27:47.036	419.83	 64
DATA	0000050	2024-06-18	14:28:02.037	447.80	 47
DATA	0000051	2024-06-18	14:28:17.037	480.29	 54
DATA	0000052	2024-06-18	14:28:32.038	502.74	 48
DATA	0000053	2024-06-18	14:28:47.039	451.51	 54
DATA	0000054	2024-06-18	14:29:02.040	481.99	 54
DATA	0000055	2024-06-18	14:29:17.040	468.27	 57
DATA	0000056	2024-06-18	14:29:32.041	470.05	 45
DATA	0000057	2024-06-18	14:29:47.042	458.13	 58
DATA	0000058	2024-06-18	14:30:02.042	450.06	 36
DATA	0000059	2024-06-18	14:30:17.043	425.55	 50
DATA	0000060	2024-06-18	14:30:32.044	405.59	 42
DATA	0000061	2024-06-18	14:30:47.045	384.87	 57
DATA	0000062	2024-06-18	14:31:02.045	370.66	 42
DATA	0000063	2024-06-18	14:31:17.046	371.35	 47
DATA	0000064	2024-06-18	14:31:32.047	367.85	 56
DATA	0000065	2024-06-18	14:31:47.047	361.01	 45
DATA	0000066	2024-06-18	14:32:02.048	385.65	 55
DATA	0000067	2024-06-18	14:32:17.049	407.05	 52
DATA	0000068	2024-06-18	14:32:32.050	407.16	 44
DATA	0000069	2024-06-18	14:32:47.050	412.28	 50
